myFlowerExperiment | INFO flwr 2024-02-17 16:49:41,150 | app.py:146 | Starting Flower simulation, config: ServerConfig(num_rounds=200, round_timeout=None)
myFlowerExperiment | INFO flwr 2024-02-17 16:49:43,860 | app.py:180 | Flower VCE: Ray initialized with resources: {'CPU': 8.0, 'memory': 19198112564.0, 'object_store_memory': 9599056281.0, 'node:10.17.0.243': 1.0, 'node:__internal_head__': 1.0}
myFlowerExperiment | INFO flwr 2024-02-17 16:49:43,860 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2024-02-17 16:49:43,860 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-02-17 16:49:46,579 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2024-02-17 16:49:46,579 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2024-02-17 16:49:58,026 | server.py:91 | initial parameters (loss, other metrics): 0.848151683807373, {'accuracy': 0.29595664143562317}
myFlowerExperiment | INFO flwr 2024-02-17 16:49:58,026 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2024-02-17 16:49:58,026 | server.py:218 | fit_round 1: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 16:51:05,147 | server.py:232 | fit_round 1 received 19 results and 0 failures
myFlowerExperiment | WARNING flwr 2024-02-17 16:51:05,156 | fedavg.py:243 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | INFO flwr 2024-02-17 16:51:15,476 | server.py:119 | fit progress: (1, 0.6942398548126221, {'accuracy': 0.7109009027481079}, 77.4495984200039)
myFlowerExperiment | DEBUG flwr 2024-02-17 16:51:15,476 | server.py:168 | evaluate_round 1: strategy sampled 19 clients (out of 19)
myFlowerExperiment | DEBUG flwr 2024-02-17 16:51:16,369 | server.py:182 | evaluate_round 1 received 0 results and 19 failures
myFlowerExperiment | DEBUG flwr 2024-02-17 16:51:16,369 | server.py:218 | fit_round 2: strategy sampled 19 clients (out of 19)
